customer_tweet_id,customer_author_id,customer_created_at,customer_text,support_reply_tweet_id,support_reply_author_id,support_reply_created_at,support_reply_text,document_text
3259,116468,Sat Nov 25 23:33:32 +0000 2017,"The flight attendant and pilot on @Delta flight 4985 were nothing short of amazing. Super kind, helpful, and funny. Wish they were my crew every time I fly!",3258.0,Delta,Sun Nov 26 00:05:48 +0000 2017,"@116468 Hi Kyle, thanks for recognizing our employees. We're proud of our crew too. Every day our team is working to make flying with us better! *TMB","Customer: The flight attendant and pilot on @Delta flight 4985 were nothing short of amazing. Super kind, helpful, and funny. Wish they were my crew every time I fly!
Support: @116468 Hi Kyle, thanks for recognizing our employees. We're proud of our crew too. Every day our team is working to make flying with us better! *TMB"
3261,116469,Sun Nov 26 00:11:20 +0000 2017,I’m sure delivering my bag would be a lot less than the $10k+ I’ve spend with your airline each year for the past 10+ years @delta. Just a guess though. 🤷🏼‍♀️,,,,,Customer: I’m sure delivering my bag would be a lot less than the $10k+ I’ve spend with your airline each year for the past 10+ years @delta. Just a guess though. 🤷🏼‍♀️
3262,116469,Sun Nov 26 00:09:40 +0000 2017,@Delta I went to the service center &amp; spoke to a sup. Wouldn’t refund my $75 OR deliver bags. She couldn’t show me in writing nor was I told I was ‘voluntarily’ separating from my bag. 🙄 Said it would cost Delta to deliver my bag. Apparently 60+ flights a year means nothing.,,,,,Customer: @Delta I went to the service center &amp; spoke to a sup. Wouldn’t refund my $75 OR deliver bags. She couldn’t show me in writing nor was I told I was ‘voluntarily’ separating from my bag. 🙄 Said it would cost Delta to deliver my bag. Apparently 60+ flights a year means nothing.
3263,116469,Sat Nov 25 23:18:43 +0000 2017,"Hey @Delta how are you going to charge me to move to an earlier flight, not move my luggage to my flight and THEN tell me you can’t deliver my luggage b/c I ‘voluntarily separated’ from it?! I didn’t ‘voluntarily’ leave my bag. 🤷🏼‍♀️",3260.0,Delta,Sun Nov 26 00:05:09 +0000 2017,@116469 Hi Kelli. I truly regret the frustration we've caused you. Please contact our Baggage Service Center at 800-325-8224 and are open from 7:00 AM - 1:00 AM.  *TKR,"Customer: Hey @Delta how are you going to charge me to move to an earlier flight, not move my luggage to my flight and THEN tell me you can’t deliver my luggage b/c I ‘voluntarily separated’ from it?! I didn’t ‘voluntarily’ leave my bag. 🤷🏼‍♀️
Support: @116469 Hi Kelli. I truly regret the frustration we've caused you. Please contact our Baggage Service Center at 800-325-8224 and are open from 7:00 AM - 1:00 AM.  *TKR"
3265,116470,Sun Nov 26 01:02:51 +0000 2017,"@Delta Hi @Delta, I heard back over the phone after our correspondence earlier. I am happy with the accommodation &amp; understand you cannot do both. Thank you and I appreciate your getting back to me.",3267.0,Delta,Sun Nov 26 01:11:41 +0000 2017,@116470 You're most welcome. We are here for you 24/7. Tweet us anytime! *TAC,"Customer: @Delta Hi @Delta, I heard back over the phone after our correspondence earlier. I am happy with the accommodation &amp; understand you cannot do both. Thank you and I appreciate your getting back to me.
Support: @116470 You're most welcome. We are here for you 24/7. Tweet us anytime! *TAC"
3266,116470,Sat Nov 25 23:09:37 +0000 2017,"@Delta Hi @Delta, thanks so much for your timely &amp; sincere reply. This is part of the reason I remain a loyal #silvermedallion member. Your generous offer of 5K skymiles for both my wife &amp; I is accepted &amp; appreciated. Please reply or direct message me if you need contact details.",3264.0,Delta,Sun Nov 26 00:03:41 +0000 2017,"@116470 Hello, John. Our system shows you were already compensated for flight 4459 today with $100.00 Delta travel vouchers for each of you. Unfortunately, I cannot double compensate for the same flight. I am sorry to disappoint.  *TAC","Customer: @Delta Hi @Delta, thanks so much for your timely &amp; sincere reply. This is part of the reason I remain a loyal #silvermedallion member. Your generous offer of 5K skymiles for both my wife &amp; I is accepted &amp; appreciated. Please reply or direct message me if you need contact details.
Support: @116470 Hello, John. Our system shows you were already compensated for flight 4459 today with $100.00 Delta travel vouchers for each of you. Unfortunately, I cannot double compensate for the same flight. I am sorry to disappoint.  *TAC"
3269,116470,Sat Nov 25 22:18:29 +0000 2017,@116471 @Delta Thx for the support @116471 - hopefully @delta will do the right thing for Jennifer &amp; I in this frustrating episode &amp; address DTW cust. service issues ....,3268.0,Delta,Sat Nov 25 22:40:21 +0000 2017,"@116470 I can authorize 5,000 bonus Skymiles be deposited into each of your SkyMiles accounts as a gesture for the inconvenience. (2/2) *TAC","Customer: @116471 @Delta Thx for the support @116471 - hopefully @delta will do the right thing for Jennifer &amp; I in this frustrating episode &amp; address DTW cust. service issues ....
Support: @116470 I can authorize 5,000 bonus Skymiles be deposited into each of your SkyMiles accounts as a gesture for the inconvenience. (2/2) *TAC"
3272,116471,Sat Nov 25 22:16:16 +0000 2017,".@Delta was great to me in MBS, but NOT great in DTW. I hope they make this right for @116470 &amp; fix the attitudes w/ their DTW staff. DTW Gate agent was rude to me as well yesterday. https://t.co/rUf80TvLYp",,,,,"Customer: .@Delta was great to me in MBS, but NOT great in DTW. I hope they make this right for @116470 &amp; fix the attitudes w/ their DTW staff. DTW Gate agent was rude to me as well yesterday. https://t.co/rUf80TvLYp"
3274,116472,Sat Nov 25 23:30:15 +0000 2017,"@116473 @Delta Despite your troubles getting here, welcome to MN!!",3273.0,Delta,Sun Nov 26 00:03:01 +0000 2017,"@116472 Mary, I am sorry to hear that. Thank you for taking the time and providing this feedback.  *AFM","Customer: @116473 @Delta Despite your troubles getting here, welcome to MN!!
Support: @116472 Mary, I am sorry to hear that. Thank you for taking the time and providing this feedback.  *AFM"
3275,116473,Sat Nov 25 16:46:14 +0000 2017,Dear @Delta Its been a pretty good run lately and I appreciate you for that. But the service Ive received the last two days not acceptable.,,,,,Customer: Dear @Delta Its been a pretty good run lately and I appreciate you for that. But the service Ive received the last two days not acceptable.
3287,116474,Sat Nov 25 23:21:08 +0000 2017,@Delta how about getting flight 1704 off the ground,3286.0,Delta,Sun Nov 26 00:00:06 +0000 2017,"@116474 Matthew, I am really sorry for the delay. Your patience is appreciated as we hope to get you going soon. *AFM","Customer: @Delta how about getting flight 1704 off the ground
Support: @116474 Matthew, I am really sorry for the delay. Your patience is appreciated as we hope to get you going soon. *AFM"
3289,116475,Sat Nov 25 23:27:55 +0000 2017,@DELTA,3288.0,Delta,Sat Nov 25 23:59:41 +0000 2017,@116475 Hey there. How can I help?  *HFG,"Customer: @DELTA
Support: @116475 Hey there. How can I help?  *HFG"
3291,116476,Sat Nov 25 23:26:25 +0000 2017,"@Delta This is nuts, sitting at gate waiting for “catering” hope that means you’re feeding the whole plane of frustrated passengers. Travel vouchers??? 4+ hours delayed and still we wait... not fun indeed!",3290.0,Delta,Sat Nov 25 23:59:16 +0000 2017,@116476 I apologize deeply for the delay. We hope to have you on your way as soon as possible.  *HFG,"Customer: @Delta This is nuts, sitting at gate waiting for “catering” hope that means you’re feeding the whole plane of frustrated passengers. Travel vouchers??? 4+ hours delayed and still we wait... not fun indeed!
Support: @116476 I apologize deeply for the delay. We hope to have you on your way as soon as possible.  *HFG"
3293,116476,Sat Nov 25 20:49:42 +0000 2017,@Delta DL1704 deplaned at DTW now were sitting at the gate without any updates. Please let us know what’s next,3292.0,Delta,Sat Nov 25 21:44:57 +0000 2017,"@116476 Hello, Holly. I do apologize for the delay. Delays are never fun. They are working hard to get you in the air ASAP. As of now, your flight is estimated to depart at 5:45 pm and estimated to arrive at 8:46 pm. *TAC","Customer: @Delta DL1704 deplaned at DTW now were sitting at the gate without any updates. Please let us know what’s next
Support: @116476 Hello, Holly. I do apologize for the delay. Delays are never fun. They are working hard to get you in the air ASAP. As of now, your flight is estimated to depart at 5:45 pm and estimated to arrive at 8:46 pm. *TAC"
3295,116477,Sat Nov 25 23:25:56 +0000 2017,"@Delta Great, I also have a question regarding baggage allowance. Could I leave a DM?",3294.0,Delta,Sat Nov 25 23:59:07 +0000 2017,"@116477 Sure, Jun. Please DM with your questions or concerns. *ACJ","Customer: @Delta Great, I also have a question regarding baggage allowance. Could I leave a DM?
Support: @116477 Sure, Jun. Please DM with your questions or concerns. *ACJ"
3297,116477,Sat Nov 25 22:49:45 +0000 2017,"@Delta Yes, GEX8LD",3296.0,Delta,Sat Nov 25 23:23:38 +0000 2017,"@116477 Please allow 24 to 72 hours, for the miles to be redeposited. The cash portion will be redeposited within 6  to 10 business days.  *AFC","Customer: @Delta Yes, GEX8LD
Support: @116477 Please allow 24 to 72 hours, for the miles to be redeposited. The cash portion will be redeposited within 6  to 10 business days.  *AFC"
3300,116477,Sat Nov 25 22:10:26 +0000 2017,@Delta Hi! Trying to cancel award booking that I booked in less than 24 hours online and it says that I have to pay to cancel. could you help me with cancellation?,3299.0,Delta,Sat Nov 25 22:49:08 +0000 2017,@116477 May I have your confirmation number? *AFC https://t.co/6iDGBJAc2m,"Customer: @Delta Hi! Trying to cancel award booking that I booked in less than 24 hours online and it says that I have to pay to cancel. could you help me with cancellation?
Support: @116477 May I have your confirmation number? *AFC https://t.co/6iDGBJAc2m"
3302,116478,Tue Oct 31 22:56:28 +0000 2017,@Ask_Spectrum Thank you,3301.0,Ask_Spectrum,Tue Oct 31 22:57:47 +0000 2017,@116478 If you have any questions in the future please let us know. ^RR,"Customer: @Ask_Spectrum Thank you
Support: @116478 If you have any questions in the future please let us know. ^RR"
3305,116478,Tue Oct 31 14:44:04 +0000 2017,@Ask_Spectrum Came back on this morning,3304.0,Ask_Spectrum,Tue Oct 31 14:46:47 +0000 2017,"@116478 OK great, we will be here if the issues return. ^SH","Customer: @Ask_Spectrum Came back on this morning
Support: @116478 OK great, we will be here if the issues return. ^SH"
3306,116478,Tue Oct 31 02:33:44 +0000 2017,@Ask_Spectrum still no internet going on 15 hours. I already talk to someone this afternoon and they are aware. #disappointed #Frustrating,,,,,Customer: @Ask_Spectrum still no internet going on 15 hours. I already talk to someone this afternoon and they are aware. #disappointed #Frustrating
3309,115956,Tue Oct 31 22:59:09 +0000 2017,@Ask_Spectrum I won’t &amp; that makes me sad,,,,,Customer: @Ask_Spectrum I won’t &amp; that makes me sad
3310,115956,Tue Oct 31 22:51:28 +0000 2017,"@Ask_Spectrum I already stated I would not go to site requested, you won’t DM so just going to call, I miss the ease of solving problems with @11",3308.0,Ask_Spectrum,Tue Oct 31 22:55:22 +0000 2017,@115956 If you change you're mind please let us know. ^RR,"Customer: @Ask_Spectrum I already stated I would not go to site requested, you won’t DM so just going to call, I miss the ease of solving problems with @11
Support: @115956 If you change you're mind please let us know. ^RR"
3312,116479,Tue Oct 31 22:46:14 +0000 2017,@Ask_Spectrum My download speeds constantly screech to a halt while up works just fine. I’m getting very tired of this.,3311.0,Ask_Spectrum,Tue Oct 31 22:48:47 +0000 2017,@116479 I am sorry you are having issues with your internet. You can find helpful troubleshooting tips here ... https://t.co/1QmnTbUJs6,"Customer: @Ask_Spectrum My download speeds constantly screech to a halt while up works just fine. I’m getting very tired of this.
Support: @116479 I am sorry you are having issues with your internet. You can find helpful troubleshooting tips here ... https://t.co/1QmnTbUJs6"
3314,116480,Tue Oct 31 22:53:52 +0000 2017,@sainsburys I did thankfully! And this evening about 9.30pm. I talked to the checkout girl about the kettle I was buying too.,3316.0,sainsburys,Tue Oct 31 23:13:22 +0000 2017,@116480 I advise going into store and speaking with one of my colleagues. I'm sure they'd be more than happy to help. Robbie,"Customer: @sainsburys I did thankfully! And this evening about 9.30pm. I talked to the checkout girl about the kettle I was buying too.
Support: @116480 I advise going into store and speaking with one of my colleagues. I'm sure they'd be more than happy to help. Robbie"
3317,116480,Tue Oct 31 23:14:01 +0000 2017,"@sainsburys Ok will do, thank you!",,,,,"Customer: @sainsburys Ok will do, thank you!"
3315,116480,Tue Oct 31 22:17:56 +0000 2017,@sainsburys Nooo! I’ve just bought 2 sets of Christmas earrings from your Basildon branch &amp; I think I left them at the till! What can I do?!,3313.0,sainsburys,Tue Oct 31 22:51:55 +0000 2017,@116480 Oh no! That's never good Wendy. Did you pick up your receipt? When did you visit? Robbie,"Customer: @sainsburys Nooo! I’ve just bought 2 sets of Christmas earrings from your Basildon branch &amp; I think I left them at the till! What can I do?!
Support: @116480 Oh no! That's never good Wendy. Did you pick up your receipt? When did you visit? Robbie"
3319,116481,Tue Oct 31 22:55:31 +0000 2017,"Hey Becky,let's say one doesn't have a costume,could one still get that deal? Asking for a very hungry friend @ChipotleTweets https://t.co/GrwqVkTqVX",3318.0,ChipotleTweets,Tue Oct 31 22:59:29 +0000 2017,@116481 You need a costume. I have faith that you can get creative! -Becky,"Customer: Hey Becky,let's say one doesn't have a costume,could one still get that deal? Asking for a very hungry friend @ChipotleTweets https://t.co/GrwqVkTqVX
Support: @116481 You need a costume. I have faith that you can get creative! -Becky"
3321,116482,Tue Oct 31 22:55:22 +0000 2017,$3 bowls and @ChipotleTweets isn’t charging for double meat?! Day is made 😎🤙🏻,3320.0,ChipotleTweets,Tue Oct 31 22:59:01 +0000 2017,@116482 Right? Best day of the year. -Becky,"Customer: $3 bowls and @ChipotleTweets isn’t charging for double meat?! Day is made 😎🤙🏻
Support: @116482 Right? Best day of the year. -Becky"
3323,116483,Tue Oct 31 22:54:59 +0000 2017,What would you do for $3 @ChipotleTweets https://t.co/LeCsAuf5kl,3322.0,ChipotleTweets,Tue Oct 31 22:59:01 +0000 2017,@116483 That makeup is on point! -Becky,"Customer: What would you do for $3 @ChipotleTweets https://t.co/LeCsAuf5kl
Support: @116483 That makeup is on point! -Becky"
3326,116484,Tue Oct 31 22:53:35 +0000 2017,Chipotle is honestly a blessing @ChipotleTweets,3325.0,ChipotleTweets,Tue Oct 31 22:59:00 +0000 2017,@116484 😇 -Becky,"Customer: Chipotle is honestly a blessing @ChipotleTweets
Support: @116484 😇 -Becky"
3328,116485,Tue Oct 31 22:53:17 +0000 2017,Get your food for $3 @ChipotleTweets if you come in a costume!!!,3327.0,ChipotleTweets,Tue Oct 31 22:58:30 +0000 2017,@116485 Truth! Thanks so much for the shout out. -Becky,"Customer: Get your food for $3 @ChipotleTweets if you come in a costume!!!
Support: @116485 Truth! Thanks so much for the shout out. -Becky"
3330,116486,Tue Oct 31 22:52:15 +0000 2017,thoroughly disappointed in @ChipotleTweets queso... 1/10... can’t even power through it and finish...just bad.. (but thanks for the boorito),3329.0,ChipotleTweets,Tue Oct 31 22:58:30 +0000 2017,"@116486 I'm so sorry you aren't a fan, and we're still working to perfect our recipe. I hope you give it another shot soon. -Becky","Customer: thoroughly disappointed in @ChipotleTweets queso... 1/10... can’t even power through it and finish...just bad.. (but thanks for the boorito)
Support: @116486 I'm so sorry you aren't a fan, and we're still working to perfect our recipe. I hope you give it another shot soon. -Becky"
3332,116487,Tue Oct 31 22:51:21 +0000 2017,@ChipotleTweets It's too late. I have ascended into darkness. https://t.co/tpolABrWol,3331.0,ChipotleTweets,Tue Oct 31 22:57:27 +0000 2017,@116487 😭 I'm so sorry about that. I'm confident we'll include it next time. -Becky,"Customer: @ChipotleTweets It's too late. I have ascended into darkness. https://t.co/tpolABrWol
Support: @116487 😭 I'm so sorry about that. I'm confident we'll include it next time. -Becky"
3334,116487,Tue Oct 31 21:31:21 +0000 2017,BOO at #Chopotle who forgot to include my delicious vinaigrette dressing in my bag before I left… @ChipotleTweets https://t.co/NekemyUTKS,3333.0,ChipotleTweets,Tue Oct 31 21:35:33 +0000 2017,@116487 Sad day! I'm so sorry. Are you able to to go back and grab it? -Becky,"Customer: BOO at #Chopotle who forgot to include my delicious vinaigrette dressing in my bag before I left… @ChipotleTweets https://t.co/NekemyUTKS
Support: @116487 Sad day! I'm so sorry. Are you able to to go back and grab it? -Becky"
3336,116488,Tue Oct 31 22:51:07 +0000 2017,Dressed up as the chicken I'm about to get in my bowl @ChipotleTweets https://t.co/1k8Vyc7JP8,3335.0,ChipotleTweets,Tue Oct 31 22:57:00 +0000 2017,"@116488 Yeah, buddy! That's what I like to hear. -Becky","Customer: Dressed up as the chicken I'm about to get in my bowl @ChipotleTweets https://t.co/1k8Vyc7JP8
Support: @116488 Yeah, buddy! That's what I like to hear. -Becky"
3338,116489,Tue Oct 31 22:49:36 +0000 2017,I got my boorito from @ChipotleTweets and I’m so happy 💗✨👻,3337.0,ChipotleTweets,Tue Oct 31 22:56:29 +0000 2017,@116489 It's the best day of the year. -Becky,"Customer: I got my boorito from @ChipotleTweets and I’m so happy 💗✨👻
Support: @116489 It's the best day of the year. -Becky"
3340,116490,Tue Oct 31 22:48:52 +0000 2017,Just went to @ChipotleTweets and my bowl was only three bucks!! Happy Halloween! 👻 🎃,3339.0,ChipotleTweets,Tue Oct 31 22:56:00 +0000 2017,@116490 It's our annual Boorito promotion – enjoy that bowl! -Becky,"Customer: Just went to @ChipotleTweets and my bowl was only three bucks!! Happy Halloween! 👻 🎃
Support: @116490 It's our annual Boorito promotion – enjoy that bowl! -Becky"
3342,116491,Tue Oct 31 22:48:38 +0000 2017,"@ChipotleTweets Chicken, rice, corn ,cheese and guacamole!!!",3341.0,ChipotleTweets,Tue Oct 31 22:55:32 +0000 2017,@116491 Mmmmm nicely done! -Becky,"Customer: @ChipotleTweets Chicken, rice, corn ,cheese and guacamole!!!
Support: @116491 Mmmmm nicely done! -Becky"
3344,116491,Tue Oct 31 22:40:00 +0000 2017,Got my $3 #boorito  from @chipotletweets #happyhalloween🎃 https://t.co/csK92IhYn7,3343.0,ChipotleTweets,Tue Oct 31 22:47:00 +0000 2017,@116491 We appreciate you stopping by! What all did you get in your burrito? -Becky,"Customer: Got my $3 #boorito  from @chipotletweets #happyhalloween🎃 https://t.co/csK92IhYn7
Support: @116491 We appreciate you stopping by! What all did you get in your burrito? -Becky"
3346,116492,Tue Oct 31 22:48:10 +0000 2017,Thanks @ChipotleTweets !!! https://t.co/M3N3dyvupA,3345.0,ChipotleTweets,Tue Oct 31 22:55:29 +0000 2017,@116492 Thanks for coming in! -Becky,"Customer: Thanks @ChipotleTweets !!! https://t.co/M3N3dyvupA
Support: @116492 Thanks for coming in! -Becky"
3348,116493,Tue Oct 31 22:46:48 +0000 2017,This $3 Steak bowl from @ChipotleTweets just made my night. 🙌🏾😋,3347.0,ChipotleTweets,Tue Oct 31 22:53:00 +0000 2017,"@116493 The only thing better than a regular steak bowl, is a $3 steak bowl. -Becky","Customer: This $3 Steak bowl from @ChipotleTweets just made my night. 🙌🏾😋
Support: @116493 The only thing better than a regular steak bowl, is a $3 steak bowl. -Becky"
3350,116494,Tue Oct 31 23:47:25 +0000 2017,"@ChipotleTweets I am on line to order, I am hoping its been fixed. I let you guys know. My friends were told only burritos",3353.0,ChipotleTweets,Wed Nov 01 00:02:33 +0000 2017,@116494 Please have your friends contact us: https://t.co/Ax7W1Dx3Y9 The team didn't recall saying this to anyone. -Becky,"Customer: @ChipotleTweets I am on line to order, I am hoping its been fixed. I let you guys know. My friends were told only burritos
Support: @116494 Please have your friends contact us: https://t.co/Ax7W1Dx3Y9 The team didn't recall saying this to anyone. -Becky"
3351,116494,Wed Nov 01 00:11:32 +0000 2017,@ChipotleTweets I just ordered by bowl and they tried to tell me it was only the burrito that was $3. I had to show them this feed. I will tell my friends,3354.0,ChipotleTweets,Wed Nov 01 00:25:25 +0000 2017,"@116494 Please write to us at the link, as that conflicts with what was discussed when we called. -Becky","Customer: @ChipotleTweets I just ordered by bowl and they tried to tell me it was only the burrito that was $3. I had to show them this feed. I will tell my friends
Support: @116494 Please write to us at the link, as that conflicts with what was discussed when we called. -Becky"
3352,116494,Tue Oct 31 22:45:42 +0000 2017,"@ChipotleTweets The Chipotle on 193 W 237th St, Bronx, NY 10463 is only offering $3 burritos, when the website includes bowls and tacos.",3349.0,ChipotleTweets,Tue Oct 31 22:51:50 +0000 2017,@116494 That's concerning. We'll get in touch with the team straightaway. -Becky,"Customer: @ChipotleTweets The Chipotle on 193 W 237th St, Bronx, NY 10463 is only offering $3 burritos, when the website includes bowls and tacos.
Support: @116494 That's concerning. We'll get in touch with the team straightaway. -Becky"
3356,116495,Tue Oct 31 22:45:30 +0000 2017,$3 burritos at @ChipotleTweets today if you're in costume! RT to save a life! https://t.co/GzrnNVAmwY,3355.0,ChipotleTweets,Tue Oct 31 22:50:00 +0000 2017,@116495 Thanks for the shout out! -Becky,"Customer: $3 burritos at @ChipotleTweets today if you're in costume! RT to save a life! https://t.co/GzrnNVAmwY
Support: @116495 Thanks for the shout out! -Becky"
3358,116496,Tue Oct 31 22:44:28 +0000 2017,"hey @ChipotleTweets, it's #boorito time!  #theRF. https://t.co/fH75f1kFYR",3357.0,ChipotleTweets,Tue Oct 31 22:48:28 +0000 2017,"@116496 Oh. My. Goodness. I love all of this so much! Nicely done, fam. -Becky","Customer: hey @ChipotleTweets, it's #boorito time!  #theRF. https://t.co/fH75f1kFYR
Support: @116496 Oh. My. Goodness. I love all of this so much! Nicely done, fam. -Becky"
3362,116497,Tue Oct 31 22:42:21 +0000 2017,That chipotle never fills there vinaigrette cups all the way up to the top 😤 @ChipotleTweets https://t.co/RI5E1IPXu7,3361.0,ChipotleTweets,Tue Oct 31 22:48:00 +0000 2017,"@116497 The standard portion is two ounces, which is half of the cup. We should be happy to give you an extra one, though. -Becky","Customer: That chipotle never fills there vinaigrette cups all the way up to the top 😤 @ChipotleTweets https://t.co/RI5E1IPXu7
Support: @116497 The standard portion is two ounces, which is half of the cup. We should be happy to give you an extra one, though. -Becky"
3364,116498,Tue Oct 31 22:52:35 +0000 2017,@ChipotleTweets woohoo! 😍🎉,,,,,Customer: @ChipotleTweets woohoo! 😍🎉
3365,116498,Tue Oct 31 22:41:38 +0000 2017,@ChipotleTweets does BOORITO apply to bowls for us GFers? 😰,3363.0,ChipotleTweets,Tue Oct 31 22:47:30 +0000 2017,@116498 It's good for any main menu item – you don't have to order a burrito! -Becky,"Customer: @ChipotleTweets does BOORITO apply to bowls for us GFers? 😰
Support: @116498 It's good for any main menu item – you don't have to order a burrito! -Becky"
3367,116499,Tue Oct 31 22:40:20 +0000 2017,"When @ChipotleTweets offers $3 burritos if you dress up, but you don't have a costume https://t.co/rv2LeCHIZ1",3366.0,ChipotleTweets,Tue Oct 31 22:47:00 +0000 2017,@116499 That's my kind of costume right there. -Becky,"Customer: When @ChipotleTweets offers $3 burritos if you dress up, but you don't have a costume https://t.co/rv2LeCHIZ1
Support: @116499 That's my kind of costume right there. -Becky"
3370,116500,Tue Oct 31 22:47:02 +0000 2017,@ChipotleTweets She had a temporary abortion scare... but she is back to being pregnant dont worry,,,,,Customer: @ChipotleTweets She had a temporary abortion scare... but she is back to being pregnant dont worry
3371,116500,Tue Oct 31 22:39:57 +0000 2017,My grandma dressed up as “oldest pregnant lady” to get her $3 @ChipotleTweets but couldn’t get out of the house 😂 https://t.co/qw2HexVp35,3369.0,ChipotleTweets,Tue Oct 31 22:46:01 +0000 2017,@116500 Oh noooo! Did she make it? -Becky,"Customer: My grandma dressed up as “oldest pregnant lady” to get her $3 @ChipotleTweets but couldn’t get out of the house 😂 https://t.co/qw2HexVp35
Support: @116500 Oh noooo! Did she make it? -Becky"
3374,116501,Tue Oct 31 22:37:18 +0000 2017,Just got my $3 bowl at @ChipotleTweets ❤️❤️❤️,3373.0,ChipotleTweets,Tue Oct 31 22:45:28 +0000 2017,@116501 That's what we like to hear! What did you order? -Becky,"Customer: Just got my $3 bowl at @ChipotleTweets ❤️❤️❤️
Support: @116501 That's what we like to hear! What did you order? -Becky"
3376,116502,Tue Oct 31 22:35:48 +0000 2017,Come through to chipotle and get your $3 bowl today 😜 @ChipotleTweets https://t.co/aOAeKJ2rZp,3375.0,ChipotleTweets,Tue Oct 31 22:44:57 +0000 2017,"@116502 I love all of this so much! We appreciate you stopping by, and those costumes are on point. -Becky","Customer: Come through to chipotle and get your $3 bowl today 😜 @ChipotleTweets https://t.co/aOAeKJ2rZp
Support: @116502 I love all of this so much! We appreciate you stopping by, and those costumes are on point. -Becky"
3378,116503,Tue Nov 21 15:43:54 +0000 2017,@DropboxSupport I'm using automatic camera upload. The issue seems to occur after taking even just 1 picture. I'm not using offline files on my phone. I have seen similar issues mentioned in the Google play store review comments,3377.0,DropboxSupport,Wed Nov 22 09:59:53 +0000 2017,"@116503 Hey there, we’d like to have a closer look, as you’ve mentioned that this is a persistent behavior. To further investigate &amp; assist please write us: https://t.co/6gPtR8GzbX and DM us your ticket ID, so as to look it up internally and make sure a colleague gets on it soon. Thanks!","Customer: @DropboxSupport I'm using automatic camera upload. The issue seems to occur after taking even just 1 picture. I'm not using offline files on my phone. I have seen similar issues mentioned in the Google play store review comments
Support: @116503 Hey there, we’d like to have a closer look, as you’ve mentioned that this is a persistent behavior. To further investigate &amp; assist please write us: https://t.co/6gPtR8GzbX and DM us your ticket ID, so as to look it up internally and make sure a colleague gets on it soon. Thanks!"
3380,116503,Mon Nov 20 20:07:58 +0000 2017,"@DropboxSupport Samsung galaxy S6, android nougat 7.0  Samsung security update, see Screenshot for firmware version. Dropbox 72.2.2 https://t.co/qwaX0dkZ7v",3379.0,DropboxSupport,Tue Nov 21 15:40:15 +0000 2017,"@116503 Hi again, are you uploading files manually or using automatic camera uploads? Could you DM us a screenshot of the Offline files page, if you do have any offlined? Thanks in advance!","Customer: @DropboxSupport Samsung galaxy S6, android nougat 7.0  Samsung security update, see Screenshot for firmware version. Dropbox 72.2.2 https://t.co/qwaX0dkZ7v
Support: @116503 Hi again, are you uploading files manually or using automatic camera uploads? Could you DM us a screenshot of the Offline files page, if you do have any offlined? Thanks in advance!"
3383,116503,Sun Nov 19 23:39:37 +0000 2017,@DropboxSupport there seems to be an issue with the latest Android version. Battery drains. 10 to 20% of battery is being consumed by the Dropbox app. A fix would be nice https://t.co/LXr4BBXFXG,3382.0,DropboxSupport,Mon Nov 20 19:43:48 +0000 2017,"@116503 Hey there, is that our latest Stable version 72.2? Can you tell us what mobile device you’re using, and what version of Android you’re on? Thanks in advance!","Customer: @DropboxSupport there seems to be an issue with the latest Android version. Battery drains. 10 to 20% of battery is being consumed by the Dropbox app. A fix would be nice https://t.co/LXr4BBXFXG
Support: @116503 Hey there, is that our latest Stable version 72.2? Can you tell us what mobile device you’re using, and what version of Android you’re on? Thanks in advance!"
3385,116504,Sat Nov 25 15:32:53 +0000 2017,"@AskTarget I’m not offended, I’m disappointed.  Burnsville store.",3384.0,AskTarget,Sun Nov 26 00:26:39 +0000 2017,"@116504 We never want to disappoint you, and comments like yours offer valuable input for future planning of merchandise to carry in our stores. Thanks for providing which store visited. Thanks!","Customer: @AskTarget I’m not offended, I’m disappointed.  Burnsville store.
Support: @116504 We never want to disappoint you, and comments like yours offer valuable input for future planning of merchandise to carry in our stores. Thanks for providing which store visited. Thanks!"
3387,116504,Fri Nov 24 21:17:56 +0000 2017,Come on @116062!  Where’s the diversity??  #whataboutme https://t.co/xUoNJ1t3QA,3386.0,AskTarget,Sat Nov 25 00:37:59 +0000 2017,@116504 We strive to create an environment that recognizes the value of diversity. It is never our intention to offend you with the merchandise we carry. We'd love to share your comments with our Buyers. Please provide which store you visit. Thanks!,"Customer: Come on @116062!  Where’s the diversity??  #whataboutme https://t.co/xUoNJ1t3QA
Support: @116504 We strive to create an environment that recognizes the value of diversity. It is never our intention to offend you with the merchandise we carry. We'd love to share your comments with our Buyers. Please provide which store you visit. Thanks!"
3389,116505,Sat Nov 25 15:31:42 +0000 2017,@AskTarget Do you offer paying for the iPhone X in full as opposed to the monthly payment plan?,3388.0,AskTarget,Sun Nov 26 00:22:51 +0000 2017,"@116505 You can always paid the full price of your phone, but we don't have unlocked Iphones in stores. Thanks for asking!","Customer: @AskTarget Do you offer paying for the iPhone X in full as opposed to the monthly payment plan?
Support: @116505 You can always paid the full price of your phone, but we don't have unlocked Iphones in stores. Thanks for asking!"
